1389359125282	1042	a1d64461e4742ad7	2014-01-10 15:05:25
1389359132010	1042	a1d64461e4742ad7	2014-01-10 15:05:32
1389359197751	1042	a1d64461e4742ad7	2014-01-10 15:06:37
1389359393731	1042	a1d64461e4742ad7	2014-01-10 15:09:53
1389365211509	1300M	7c5d8e0b5d992eac	2014-01-10 16:46:51
1389366429357	1003	7c5d8e0b5d992eac	2014-01-10 17:07:09
1389369146373	1002	a1d64461e4742ad7	2014-01-10 17:52:26
1389371219434	1010	8550102e445ac626	2014-01-10 18:26:59
1389538684002	1003	7c5d8e0b5d992eac	2014-01-12 16:58:04
1389539416110	1300M	7c5d8e0b5d992eac	2014-01-12 17:10:16
1389542152690	1300M	7c5d8e0b5d992eac	2014-01-12 17:55:52
1389542508121	1002	7c5d8e0b5d992eac	2014-01-12 18:01:48
1389591365135	1300V	7c5d8e0b5d992eac	2014-01-13 07:36:05
1389595457774	1021V	8550102e445ac626	2014-01-13 08:44:17
1389623489838	1300M	7c5d8e0b5d992eac	2014-01-13 16:31:29
1389625363603	1002	7c5d8e0b5d992eac	2014-01-13 17:02:43
1389676620549	1001A	7c5d8e0b5d992eac	2014-01-14 07:17:00
1389681724246	1010	40	2014-01-14 08:42:04
1389682533157	1021V	40	2014-01-14 08:55:33
1389702955937	1003	34	2014-01-14 14:35:55
1389705783266	1004	34	2014-01-14 15:23:03
1389711193487	1300M	7c5d8e0b5d992eac	2014-01-14 16:53:13
1389711703948	1003	7c5d8e0b5d992eac	2014-01-14 17:01:43
1389715789051	2111T	40	2014-01-14 18:09:49
1389716558849	1010	40	2014-01-14 18:22:38
1389727929728	1003	7c5d8e0b5d992eac	2014-01-14 21:32:09
1389763688852	1001	7c5d8e0b5d992eac	2014-01-15 07:28:08
1389768742500	1066A	40	2014-01-15 08:52:22
1389796723930	1300M	7c5d8e0b5d992eac	2014-01-15 16:38:43
1389801103569	1065A	40	2014-01-15 17:51:43
1389802665549	1003	7c5d8e0b5d992eac	2014-01-15 18:17:45
1389849996876	1003	7c5d8e0b5d992eac	2014-01-16 07:26:36
1389853621152	1066A	40	2014-01-16 08:27:01
1389936380879	1003	7c5d8e0b5d992eac	2014-01-17 07:26:20
1389937331961	1300M	7c5d8e0b5d992eac	2014-01-17 07:42:11
1389941624748	1021V	40	2014-01-17 08:53:44
1389967476531	1300M	7c5d8e0b5d992eac	2014-01-17 16:04:36
1389968715265	2102T	7c5d8e0b5d992eac	2014-01-17 16:25:15
1389972850795	1021V	40	2014-01-17 17:34:10
1389972860617	1021V	40	2014-01-17 17:34:20
1389983109844	2102	7c5d8e0b5d992eac	2014-01-17 20:25:09
1389983947994	1002	7c5d8e0b5d992eac	2014-01-17 20:39:07
1390195516007	1003	7c5d8e0b5d992eac	2014-01-20 07:25:16
