xMean,yMean,zMean,xVar,yVar,zVar,s2Mean,s2Var,tilt,energy,kurtosis,tag
4.252398,-9.059654,-1.373133,13.430567,27.534185,38.102886,180.795822,51231.605469,0.833151,45018.167969,14.499047,walking
4.172020,-9.015259,-1.352861,12.790483,27.443037,38.144173,178.573807,51011.792969,0.836734,44464.882813,14.781643,walking
4.184314,-8.988697,-1.338106,12.729446,27.638252,38.253033,178.400681,51057.933594,0.835251,44421.773438,14.760753,walking
4.185461,-9.038713,-1.422332,12.725887,27.287172,38.828381,179.764267,51036.921875,0.836579,44761.304688,14.691148,walking
4.258205,-9.012548,-1.361647,12.887123,26.916721,38.909115,179.609268,51016.523438,0.831469,44722.703125,15.360882,walking
4.227901,-9.028241,-1.319397,12.679903,26.393255,38.392620,178.279770,50234.773438,0.833737,44391.652344,15.942915,walking
4.212835,-8.992741,-1.388715,12.524635,26.135653,37.895138,176.793869,50191.273438,0.833643,44021.671875,16.071018,walking
4.205264,-9.004834,-1.375202,12.538290,26.071274,37.869228,176.834106,50181.980469,0.834441,44031.691406,16.075397,walking
4.181126,-9.039259,-1.387443,12.600736,26.072922,37.904297,177.385422,50106.296875,0.836854,44168.968750,16.097067,walking
4.207367,-9.045697,-1.406931,12.475631,26.137838,37.946980,177.759003,50113.628906,0.835460,44261.992188,16.067358,walking
4.272483,-9.050386,-1.381942,13.151793,26.162823,38.158661,179.235504,50352.335938,0.831685,44629.636719,15.795312,walking
4.196440,-8.983277,-1.345911,12.439695,26.121624,38.248230,176.621933,50244.011719,0.834366,43978.851563,16.042252,walking
4.190695,-8.941042,-1.333259,12.457870,26.595770,38.309078,176.333755,50331.058594,0.833517,43907.097656,15.996446,walking
4.212453,-9.062642,-1.532445,12.513294,26.782923,41.458828,182.655350,54380.167969,0.835627,45481.175781,14.384535,walking
4.260122,-9.039158,-1.334024,12.905384,26.680593,39.887550,180.789001,51890.539063,0.832109,45016.453125,15.455894,walking
4.227222,-9.044971,-1.298103,12.545808,27.042944,39.881378,180.516953,51808.664063,0.834248,44948.710938,15.530535,walking
4.210268,-9.019575,-1.342527,12.470237,26.994463,39.761246,179.789246,51882.640625,0.834554,44767.515625,15.523363,walking
4.197401,-9.025335,-1.321625,12.488916,26.907778,39.768112,179.668411,51903.394531,0.835489,44737.429688,15.516215,walking
4.177546,-9.081780,-1.342690,12.531316,26.894800,39.665630,180.507538,51757.789063,0.838242,44946.378906,15.566894,walking
4.193654,-9.108476,-1.351580,12.499074,27.187757,39.672909,181.418854,51828.808594,0.838014,45173.292969,15.459185,walking
4.287286,-9.098821,-1.326170,13.142637,27.210409,39.304688,182.265900,52101.152344,0.832166,45384.210938,15.218860,walking
4.205245,-9.041611,-1.305397,12.280502,27.087990,39.346527,179.537750,51820.125000,0.835473,44704.902344,15.579521,walking
4.214551,-9.030182,-1.293290,12.239670,27.212978,39.390125,179.505356,51827.390625,0.834594,44696.835938,15.576404,walking
4.236658,-9.057953,-1.359687,12.175446,26.855404,39.336430,179.897079,51717.906250,0.834046,44794.378906,15.628832,walking
4.179567,-9.018175,-1.325788,12.014640,26.212454,37.806576,176.282288,46650.574219,0.836362,43894.300781,15.309908,walking
4.237671,-8.995987,-1.315674,12.805351,25.735151,37.501411,176.353149,46600.941406,0.832236,43911.945313,15.337084,walking
4.213609,-9.080667,-1.356742,12.610671,25.774351,37.329967,177.464676,46566.171875,0.836058,44188.710938,15.292019,walking
4.247895,-9.069123,-1.326089,12.493132,25.706192,37.284027,177.232330,46587.484375,0.833687,44130.855469,15.290262,walking
4.233757,-9.053522,-1.344052,12.508553,25.604849,37.102020,176.610779,46637.160156,0.834096,43976.089844,15.291376,walking
4.249353,-9.022223,-1.320578,12.402438,25.412344,36.994995,175.710785,46648.660156,0.832277,43751.992188,15.340693,walking
4.210288,-9.033408,-1.388973,12.351570,25.617414,35.996441,174.926605,46612.289063,0.834941,43556.734375,15.419570,walking
4.189959,-9.052508,-1.368482,11.678261,25.730240,36.215572,174.704803,46226.597656,0.836692,43501.496094,15.730308,walking
4.217854,-9.124886,-1.399312,11.571651,25.280006,36.038258,175.609070,46016.273438,0.837025,43726.660156,15.838863,walking
4.212706,-9.108839,-1.345428,11.575452,25.441647,35.974743,175.226715,46112.941406,0.836890,43631.453125,15.786801,walking
4.190393,-9.089663,-1.303581,11.414675,25.071175,36.392536,174.466385,49668.257813,0.837692,43442.132813,19.544327,walking
4.183530,-9.100728,-1.513431,11.488221,25.587513,37.494541,176.886429,53003.488281,0.838404,44044.718750,18.549955,walking
4.233135,-9.063794,-1.432044,11.436883,26.168570,38.430351,177.852982,53248.367188,0.834421,44285.378906,18.292099,walking
4.242121,-9.099557,-1.440065,11.444456,26.029011,38.426735,178.466690,53116.199219,0.834881,44438.195313,18.355803,walking
4.252489,-9.040578,-1.430094,11.314836,25.905512,38.376247,177.153870,53302.273438,0.832608,44111.300781,18.295738,walking
4.263325,-8.969927,-1.417652,11.291185,25.623840,38.246716,175.505142,53413.003906,0.829939,43700.769531,18.318386,walking
4.122108,-8.951505,-1.528975,10.134212,25.449360,38.047066,172.793915,52790.250000,0.837970,43025.675781,18.996620,walking
4.146400,-9.025072,-1.524635,10.374434,25.801994,38.191883,175.038712,52846.996094,0.838546,43584.628906,18.795961,walking
4.142218,-9.184834,-1.578260,10.446463,24.823315,37.885674,176.871704,52495.687500,0.843117,44041.042969,18.957949,walking
4.151084,-9.178768,-1.427231,10.454479,24.099678,35.825546,173.615326,50129.589844,0.842434,43230.210938,20.777922,walking
4.118662,-9.036014,-1.311496,9.889545,23.155159,32.428867,165.543564,44953.671875,0.840509,41220.335938,24.503105,walking
4.035239,-9.134947,-1.600391,10.077871,23.500988,34.865513,170.461151,47904.734375,0.848109,42444.816406,21.556446,walking
4.108400,-9.094839,-1.637598,10.288881,23.534264,35.679684,171.500473,48325.324219,0.842715,42703.601563,21.070633,walking
4.114547,-9.146132,-1.544567,10.327588,24.078388,36.512878,173.600952,48303.562500,0.843721,43226.621094,20.937078,walking
4.189677,-9.065175,-1.542062,10.386166,24.197832,36.547058,172.954132,48396.964844,0.837060,43065.570313,20.893278,walking
4.211970,-9.007176,-1.480823,10.363988,24.038076,36.299847,171.480713,48491.039063,0.834103,42698.695313,20.910156,walking
4.188773,-8.937524,-1.599798,10.176583,23.615948,35.966747,169.463638,48359.144531,0.833534,42196.441406,21.191132,walking
4.103720,-8.946071,-1.608488,9.596968,23.772663,36.011486,168.562408,48174.507813,0.838932,41972.039063,21.439367,walking
4.226960,-9.111382,-1.671415,9.940247,23.453585,35.933586,172.727097,47874.902344,0.836112,43009.050781,21.424915,walking
4.223227,-9.214369,-1.691868,10.069932,22.615469,35.790009,173.803055,47637.925781,0.839142,43276.964844,21.583075,walking
4.164377,-9.048101,-1.398681,9.944028,21.258207,30.476839,162.597855,37981.531250,0.838103,40486.867188,23.579952,walking
4.095815,-9.001354,-1.572395,9.645242,21.188929,29.825096,160.688156,37885.617188,0.840933,40011.359375,23.878942,walking
4.180342,-8.901570,-1.755058,9.697220,20.872858,30.246202,160.365463,37840.003906,0.833020,39931.011719,23.972013,walking
4.250013,-8.910705,-1.830933,10.080862,20.986090,30.520092,162.155289,37804.281250,0.829034,40376.675781,23.866766,walking
4.286110,-8.893225,-1.802350,10.013164,21.298685,30.906977,162.677597,37860.964844,0.826318,40506.734375,23.741238,walking
4.273415,-8.861844,-1.768948,10.232539,21.376150,31.008390,162.289154,37969.917969,0.826169,40410.015625,23.622602,walking
4.221181,-8.761787,-1.845904,9.863812,21.151711,30.513729,159.276794,37925.929688,0.826416,39659.937500,23.945358,walking
4.107869,-8.769708,-1.999094,9.618979,21.122822,31.015064,159.287582,37741.683594,0.833673,39662.621094,24.203777,walking
4.207242,-8.935899,-2.014929,9.702805,20.697094,30.993769,162.758224,37430.453125,0.832365,40526.808594,24.342087,walking
4.203619,-9.024986,-1.975997,9.843426,20.285051,30.216740,163.128220,37157.417969,0.835106,40618.941406,24.703745,walking
4.078803,-8.861204,-1.782284,9.214959,19.289032,26.137943,152.756592,31487.474609,0.838075,38036.390625,31.624592,walking
4.115876,-8.898401,-1.987651,9.496689,18.776854,25.561115,153.691177,31356.162109,0.836860,38269.097656,31.812654,walking
4.113663,-8.889262,-1.955095,9.953588,18.753206,25.764696,154.016327,31427.990234,0.836737,38350.062500,31.621988,walking
4.135712,-8.915126,-1.985065,10.065939,18.737299,25.744415,154.852646,31319.736328,0.836124,38558.308594,31.769604,walking
4.149535,-8.903353,-1.942271,10.082173,18.681763,25.868093,154.673370,31315.197266,0.834949,38513.664063,31.798819,walking
4.187755,-8.804629,-1.896518,9.963994,18.118917,25.970242,152.491653,31271.767578,0.829754,37970.421875,32.133278,walking
4.091852,-8.740651,-1.937615,9.208304,17.853775,25.579636,149.326889,30893.351563,0.833822,37182.398438,33.333855,walking
3.999845,-8.786897,-1.908037,9.339243,17.898335,25.769358,149.642960,30792.335938,0.840834,37261.101563,33.535786,walking
4.003755,-8.914223,-1.989214,9.303969,17.585838,25.707378,151.836334,30519.564453,0.844113,37807.253906,33.933830,walking
3.978058,-9.083960,-1.939369,9.462933,16.967260,25.935705,154.260010,30221.591797,0.850164,38410.753906,34.375900,walking
4.050004,-9.074357,-1.667825,9.621305,16.254780,22.675142,149.884384,27026.267578,0.845640,37321.210938,41.746208,walking
3.950688,-9.076972,-1.676768,8.278067,16.198320,22.391865,147.490936,26737.160156,0.851604,36725.242188,43.029102,walking
3.949708,-8.862996,-1.701050,8.270193,16.518724,22.261023,143.907455,26964.542969,0.846004,35832.960938,42.753136,walking
3.938476,-8.892579,-1.868948,8.329174,16.692183,24.002573,146.909561,27542.474609,0.847485,36580.484375,40.525269,walking
4.081141,-8.933810,-1.942462,9.093628,16.893696,24.951029,150.975601,27966.904297,0.839960,37592.921875,38.746841,walking
4.141763,-8.848303,-1.897197,9.135804,17.192009,25.805077,150.969543,28026.177734,0.833852,37591.414063,38.571659,walking
4.090136,-8.801370,-1.844652,9.521441,16.743351,25.849676,149.501236,27859.343750,0.835681,37225.804688,39.252007,walking
4.000590,-8.716809,-1.847615,9.193266,16.573959,25.716539,146.678162,27771.804688,0.838806,36522.855469,39.878284,walking
3.941133,-8.766253,-1.857156,9.352249,16.734350,25.747288,147.454453,27718.035156,0.843876,36716.156250,39.943192,walking
3.987374,-8.943432,-1.971208,9.353006,16.042772,25.624620,150.585281,27406.806641,0.845894,37495.730469,40.502274,walking
3.998176,-9.044612,-1.753380,9.407412,15.047631,22.033045,147.166153,17750.560547,0.847940,36644.363281,26.721525,walking
4.034761,-9.095838,-1.706184,9.689919,14.354180,19.954493,145.746521,16815.943359,0.847113,36290.875000,29.606630,walking
3.915881,-8.923003,-1.640279,9.695171,13.804482,16.711250,137.694031,11487.143555,0.849662,34285.800781,14.005669,walking
3.861004,-8.829466,-1.714577,9.832143,13.820242,17.361092,136.655350,11497.237305,0.850505,34027.167969,14.023364,walking
3.964163,-8.858389,-1.952519,10.143682,14.346248,20.285904,142.593979,13265.700195,0.844998,35505.882813,11.493702,walking
4.094084,-8.856648,-1.864278,12.283534,15.777134,21.580917,148.119507,15481.086914,0.837012,36881.738281,11.336390,walking
4.126850,-8.819098,-1.823678,12.538963,16.270372,21.786905,148.526230,15748.136719,0.833929,36983.015625,10.871909,walking
4.124589,-8.723969,-1.858528,12.404932,15.889410,21.561251,146.229370,15731.015625,0.831299,36411.097656,11.099755,walking
4.107845,-8.629748,-1.861687,12.131550,15.654849,21.542208,143.943344,15663.598633,0.829548,35841.882813,11.397216,walking
4.073861,-8.695491,-1.914112,12.266432,15.574959,21.427216,144.942474,15539.491211,0.833626,36090.667969,11.533334,walking
4.065118,-8.904581,-1.913042,12.751864,15.665092,21.458933,149.152069,16007.842773,0.840122,37138.855469,10.589920,walking
4.237939,-8.812325,-1.679283,14.268821,14.606952,19.160242,146.280289,13108.333984,0.826884,36423.773438,7.164176,walking
4.261494,-8.750722,-1.609831,13.751890,14.191698,18.039728,143.125671,12630.943359,0.823578,35638.277344,7.833139,walking
4.263401,-8.682189,-1.682452,13.650604,13.736087,17.299822,140.894684,12557.623047,0.821367,35082.765625,8.077894,walking
4.234440,-8.690357,-1.733090,13.565491,13.672371,17.230619,140.746292,12553.597656,0.823432,35045.820313,8.095587,walking
4.302161,-8.662132,-1.775205,13.688912,13.718954,17.195259,141.116470,12519.306641,0.818313,35137.996094,8.124706,walking
4.309494,-8.609831,-1.743730,13.642516,13.688100,17.047707,139.941620,12571.592773,0.816207,34845.464844,8.129871,walking
4.343469,-8.554165,-1.774426,13.594735,13.324809,17.000772,138.931976,12439.640625,0.812272,34594.054688,8.431791,walking
4.214068,-8.478753,-1.814414,13.304751,13.014359,16.846329,135.931808,12274.461914,0.818121,33847.011719,8.988489,walking
4.176948,-8.518034,-1.841645,13.340686,13.010406,16.836002,136.409103,12199.834961,0.821741,33965.859375,9.088852,walking
4.154052,-8.661061,-1.875816,13.401440,12.808633,16.928467,138.754120,12002.337891,0.827584,34549.769531,9.257779,walking
4.096417,-8.727057,-1.825116,13.673630,12.610270,16.820208,139.204208,11954.770508,0.833143,34661.839844,9.311905,walking
4.037486,-8.758361,-1.703794,13.509444,12.587991,16.230742,138.071274,11953.785156,0.837703,34379.746094,9.419016,walking
3.980658,-8.816350,-1.570297,13.363245,12.390926,15.782817,137.409668,11973.021484,0.842834,34215.011719,9.440807,walking
3.937601,-8.830049,-1.528019,13.034039,11.979091,15.547506,136.207047,11722.758789,0.845846,33915.558594,10.046902,walking
3.940847,-8.779741,-1.519664,12.905700,11.564159,15.401470,134.634705,11598.346680,0.844267,33524.050781,10.464815,walking
3.903578,-8.846157,-1.460571,12.868632,11.560639,15.464435,135.359177,11555.821289,0.848358,33704.445313,10.489716,walking
3.905700,-8.921440,-1.356102,12.851284,11.835116,14.816707,136.030060,11566.707031,0.850235,33871.488281,10.397122,walking
3.869684,-8.883402,-1.404312,12.745199,11.603309,14.504192,134.558044,11429.411133,0.851408,33504.953125,10.853982,walking
3.869842,-8.871079,-1.390579,12.527925,11.435228,14.427850,133.842255,11263.122070,0.851073,33326.730469,11.318014,walking
3.860134,-8.962532,-1.391769,12.583648,11.062053,14.422920,135.080368,11093.703125,0.854046,33635.019531,11.603959,walking
3.792308,-8.850402,-1.295049,12.388055,11.458714,13.644848,131.729401,11132.388672,0.855230,32800.628906,11.841928,walking
3.778747,-8.787704,-1.448516,11.640682,11.360922,14.047341,130.501022,11273.782227,0.854418,32494.765625,11.681628,walking
3.786405,-8.930302,-1.571707,12.080044,12.360274,15.046546,135.885696,12991.116211,0.857637,33835.546875,9.532383,walking
3.867457,-8.813544,-1.488265,12.348568,13.588292,16.172787,136.791245,13178.200195,0.849686,34061.027344,9.119356,walking
3.841789,-8.883965,-1.501802,12.402910,14.088557,16.289526,138.548782,13322.843750,0.853110,34498.656250,8.723689,walking
3.833467,-8.844972,-1.526963,12.357143,14.211036,16.251867,137.908691,13396.943359,0.852591,34339.273438,8.653638,walking
3.886342,-8.778575,-1.526069,12.181244,14.180798,16.257959,136.944748,13463.488281,0.847585,34099.250000,8.625283,walking
3.908009,-8.801968,-1.563027,12.129053,14.326128,16.100887,137.575378,13492.276367,0.846892,34256.273438,8.520641,walking
3.883326,-8.849493,-1.538506,12.266971,14.721019,16.609404,139.183060,13735.493164,0.849680,34656.589844,8.024267,walking
3.860951,-8.862504,-1.563357,12.731055,14.818862,16.565987,139.833740,13997.846680,0.851385,34818.613281,7.608349,walking
3.784287,-8.841085,-1.537603,12.921968,15.358722,16.758507,139.708160,14098.004883,0.855474,34787.347656,7.476956,walking
3.835145,-8.827697,-1.528378,12.991096,15.468045,16.836288,140.086029,14015.758789,0.852034,34881.437500,7.559749,walking
3.846009,-8.956916,-1.649146,13.059202,16.450052,19.610218,146.660019,19578.986328,0.854747,36518.359375,14.787316,walking
3.794540,-8.887685,-1.457468,12.736347,17.205362,19.580353,144.836868,19446.134766,0.856058,36064.394531,15.155089,walking
3.724811,-9.012721,-1.476029,12.807120,17.232996,18.912394,146.037933,19497.089844,0.863351,36363.460938,14.952688,walking
3.808650,-8.890051,-1.491243,12.446971,17.228149,18.917883,144.160461,19630.322266,0.855269,35895.968750,14.890369,walking
3.809974,-8.951481,-1.528344,12.458064,17.336386,18.821499,145.401459,19578.847656,0.856765,36204.972656,14.864770,walking
3.832621,-8.994662,-1.570283,12.344035,17.621630,18.869398,146.697662,19642.263672,0.856511,36527.722656,14.629027,walking
3.823104,-9.006288,-1.514765,12.387612,17.714596,19.311781,147.239380,19705.855469,0.857371,36662.613281,14.466147,walking
3.864092,-8.996522,-1.520749,12.871330,17.679886,18.705555,147.240250,19883.671875,0.854683,36662.820313,14.175363,walking
3.695477,-8.822860,-1.458893,11.833547,18.354164,18.929762,142.547989,19551.941406,0.860384,35494.449219,15.101639,walking
3.752052,-8.819653,-1.557879,11.618464,18.617777,19.517500,143.845078,19686.468750,0.856875,35817.425781,14.752964,walking
3.857218,-8.974587,-1.780778,11.898869,19.315331,23.771351,153.357239,26996.644531,0.854531,38185.953125,19.684668,walking
3.863160,-8.943241,-1.456503,11.867353,20.093973,28.061901,156.809128,35393.773438,0.853366,39045.464844,23.186907,walking
3.683212,-9.005896,-1.422107,9.915905,20.232721,27.455980,154.067856,33918.597656,0.865638,38362.890625,25.046518,walking
3.678035,-8.969578,-1.458640,9.824549,19.166317,26.594645,151.471176,33786.371094,0.865066,37716.320313,25.513481,walking
3.670302,-9.009422,-1.435811,9.862963,19.294893,26.617741,152.253967,33752.800781,0.866483,37911.238281,25.492691,walking
3.642540,-9.150668,-1.486477,10.030560,19.715687,27.119087,155.849396,33738.253906,0.871410,38806.503906,25.163128,walking
3.779541,-9.270776,-1.439362,11.122951,20.513878,27.316269,161.020325,34725.589844,0.866325,40094.070313,23.199417,walking
3.689397,-9.131199,-1.395564,10.962557,20.283955,27.731567,157.679276,34283.535156,0.868253,39262.140625,24.149158,walking
3.525276,-8.963192,-1.341246,9.237094,21.744053,28.126022,153.435104,34121.398438,0.873911,38205.347656,24.792433,walking
3.560446,-9.083076,-1.626188,9.529716,22.866762,32.843781,162.801773,40220.601563,0.874603,40537.644531,19.098745,walking
3.599999,-9.133574,-1.617771,9.854804,23.073307,35.436512,167.089432,40442.148438,0.873468,41605.269531,18.539949,walking
3.559313,-9.207767,-1.479695,10.172563,23.404198,36.103645,169.041763,40381.402344,0.877446,42091.394531,18.452242,walking
3.484614,-9.167766,-1.467769,10.039187,23.784676,36.133896,168.021606,40566.203125,0.880812,41837.371094,18.337990,walking
3.446203,-9.233106,-1.415721,10.067209,24.084610,36.309692,169.309357,40559.386719,0.884359,42158.019531,18.246399,walking
3.399652,-9.329000,-1.447952,10.272998,24.431587,37.039845,172.140732,40599.789063,0.888898,42863.039063,17.988453,walking
3.506123,-9.517360,-1.317323,11.306215,25.879070,37.460865,178.954742,41803.710938,0.886859,44559.734375,16.373304,walking
3.518077,-9.505663,-1.249506,11.712464,26.274916,37.765057,179.743973,41848.449219,0.885979,44756.257813,16.277851,walking
3.548449,-9.262239,-1.095690,11.670507,28.507505,38.417313,177.860779,42136.363281,0.879244,44287.332031,16.149252,walking
3.663610,-9.308164,-1.310167,11.601249,30.561598,45.475212,189.066589,59674.855469,0.873761,47077.585938,24.475210,walking
3.709105,-9.317141,-1.284141,12.381160,31.224096,49.031151,194.479965,60611.656250,0.871393,48425.511719,23.307076,walking
3.694526,-9.402136,-1.226056,12.746803,32.359669,49.786922,198.065201,60835.058594,0.874100,49318.246094,22.876535,walking
3.711843,-9.341661,-1.276039,12.807739,32.786400,49.896599,197.779938,60915.843750,0.871789,49247.214844,22.827681,walking
3.758830,-9.285708,-1.296186,12.708771,33.571159,49.953869,197.880600,61046.320313,0.867854,49272.281250,22.712513,walking
3.699062,-9.365570,-1.391415,13.052567,34.123707,50.728233,200.844315,61020.906250,0.873040,50010.250000,22.538258,walking
3.770927,-9.361355,-1.310282,12.995179,34.249577,51.199200,201.620285,61123.199219,0.868900,50203.460938,22.402369,walking
3.890008,-9.424808,-1.214718,13.741332,34.498970,51.746986,205.020416,61260.703125,0.863639,51050.093750,22.069374,walking
3.834939,-9.283247,-1.126119,14.103452,35.307003,52.074451,203.230911,61667.488281,0.863447,50604.507813,21.857180,walking
3.846788,-9.167139,-1.170055,14.096933,36.442566,53.874058,204.197479,62761.312500,0.859970,50845.179688,20.981203,walking
3.975596,-9.277764,-1.380431,14.821323,37.289787,57.679024,213.137070,66186.632813,0.855220,53071.144531,18.862471,walking
4.005317,-9.391462,-1.233102,15.016457,37.799271,57.969086,216.102570,66245.539063,0.856304,53809.562500,18.659130,walking
3.940976,-9.381674,-1.042256,14.956244,37.949421,56.502068,213.601730,65967.218750,0.859734,53186.851563,18.983614,walking
3.892111,-9.339066,-1.094108,14.503490,36.703766,55.673859,210.015625,65598.343750,0.861502,52293.910156,19.413261,walking
3.831732,-9.320081,-1.109738,14.474726,36.815056,55.273331,208.912735,65718.929688,0.864498,52019.285156,19.396580,walking
3.766979,-9.445695,-1.205034,14.670058,37.138481,56.367271,212.604767,65646.132813,0.871019,52938.601563,19.233421,walking
3.853203,-9.635934,-1.177249,15.293823,37.861397,57.005714,218.802826,65794.945313,0.870452,54481.917969,18.779230,walking
3.869866,-9.533362,-1.132615,15.415101,38.129368,57.110043,217.353790,66168.062500,0.867255,54121.109375,18.619364,walking
3.896805,-9.303279,-1.020689,15.238070,39.126835,56.918495,213.614380,66804.617188,0.860378,53189.988281,18.423429,walking
3.869828,-9.253502,-1.302840,14.984975,39.266144,61.326790,217.413986,69898.828125,0.860732,54136.085938,16.766500,walking
4.013730,-9.277023,-1.315965,14.978374,39.457321,63.022457,220.891388,69628.835938,0.852996,55001.957031,16.734959,walking
3.994811,-9.446947,-1.289428,15.520724,38.741287,63.220627,223.876785,69015.164063,0.858240,55745.324219,16.924295,walking
3.910523,-9.345983,-1.052284,15.816843,37.505272,58.832054,215.450623,64124.703125,0.860616,53647.210938,19.751118,walking
3.839953,-9.358219,-1.080313,15.904635,36.749096,57.789371,213.488129,64104.355469,0.864921,53158.546875,19.879799,walking
3.773762,-9.391922,-1.174204,15.457557,36.466221,57.530190,212.842621,64066.964844,0.869433,52997.808594,19.944729,walking
3.778394,-9.577734,-1.193883,15.766690,37.245895,59.168839,219.165497,64334.429688,0.873285,54572.207031,19.390814,walking
3.875592,-9.644456,-1.220067,17.013155,37.359436,59.348522,222.788712,64663.781250,0.869414,55474.386719,18.964094,walking
3.863169,-9.401874,-1.116530,17.154013,38.330959,59.637833,219.226410,65437.828125,0.864621,54587.371094,18.652733,walking
3.856764,-9.279451,-1.258511,17.102177,39.029690,62.727592,220.948807,68801.546875,0.862105,55016.250000,16.964712,walking
3.857744,-9.239569,-1.412648,16.843706,39.043694,67.489616,225.128906,69821.437500,0.861093,56057.089844,16.199492,walking
3.917377,-9.405889,-1.437809,16.804873,38.378960,68.690598,229.260818,69264.187500,0.861648,57085.933594,16.293531,walking
3.855975,-9.515103,-1.452803,17.070023,37.920193,68.173286,230.185242,68792.117188,0.867615,57316.113281,16.507036,walking
3.797819,-9.350289,-1.195092,16.589043,37.624859,63.812386,220.831863,62892.410156,0.867126,54987.125000,18.939302,walking
3.673098,-9.493402,-1.241925,16.526772,37.761417,56.609261,215.610794,53931.625000,0.877261,53687.082031,22.427422,walking
3.697174,-9.461980,-1.317528,16.360262,37.577312,57.930725,216.353073,53675.628906,0.875257,53871.906250,22.613546,walking
3.725414,-9.684640,-1.254855,16.544304,38.179226,58.213829,221.729416,53828.175781,0.878429,55210.621094,22.142435,walking
3.692581,-9.536790,-1.191469,16.680721,39.391563,58.550728,220.167786,54234.726563,0.877113,54821.777344,21.867458,walking
3.758576,-9.263511,-1.078229,16.472240,41.426056,59.197544,217.727676,54615.230469,0.867355,54214.195313,21.673456,walking
3.699870,-9.344702,-1.353961,16.051485,43.675064,69.046227,231.101303,75701.273438,0.872531,57544.226563,21.196583,walking
3.798765,-9.338335,-1.287836,16.017931,44.457294,69.757660,233.003494,75673.867188,0.866797,58017.871094,21.108429,walking
3.729538,-9.507351,-1.401759,16.640415,43.485817,69.339409,235.209793,75408.976563,0.874450,58567.242188,21.153135,walking
3.682557,-9.397840,-1.176255,16.319616,42.516499,65.372040,226.973511,70704.375000,0.874674,56516.406250,24.352501,walking
3.542569,-9.561363,-1.239770,16.615427,42.697063,62.895355,227.223541,70369.671875,0.885770,56578.671875,24.595089,walking
3.531710,-9.711092,-1.265203,17.645994,43.891197,63.669559,233.082932,71580.148438,0.889276,58037.652344,23.352074,walking
3.644949,-9.804883,-1.218800,18.989767,43.543774,63.729473,236.662781,72375.851563,0.885131,58929.042969,22.610689,walking
3.587481,-9.649240,-1.160051,19.373547,44.981693,64.037872,235.201065,72743.617188,0.885110,58565.074219,22.438774,walking
3.658993,-9.520672,-1.098381,20.035513,47.410435,65.159821,237.311081,79069.851563,0.878612,59090.468750,19.807032,walking
3.716810,-9.382075,-1.308079,20.204216,47.324524,70.653297,241.176163,83392.109375,0.872411,60052.878906,17.609722,walking
2.279008,-9.082158,-2.767605,10.147060,30.212397,19.051394,154.511353,22943.564453,0.942418,38473.332031,40.091179,stairs
2.245205,-8.990236,-2.752687,8.962528,26.667564,18.765526,147.619736,13702.548828,0.942919,36757.316406,7.842907,stairs
2.254344,-8.885983,-2.847328,9.152883,26.042643,17.891197,145.023560,13233.429688,0.941252,36110.867188,8.764580,stairs
2.271872,-8.917855,-2.897851,9.053425,26.424082,17.920717,146.270859,13439.169922,0.940804,36421.449219,8.342799,stairs
2.227080,-9.126859,-2.931042,9.290088,25.339815,17.836245,149.105896,13226.399414,0.945297,37127.375000,8.464997,stairs
2.207549,-9.112252,-2.831468,9.332699,25.857157,17.751621,148.652481,13319.733398,0.946018,37014.468750,8.352066,stairs
2.202306,-8.979382,-2.860358,9.200791,25.731091,17.911661,146.292404,13117.502930,0.944782,36426.816406,8.814558,stairs
2.276556,-9.028628,-2.942122,9.423103,26.249254,18.336441,149.146820,13547.665039,0.941906,37137.558594,8.020641,stairs
2.273043,-8.972651,-2.901971,9.431434,26.329571,18.456497,148.096390,13686.971680,0.941407,36876.011719,7.885054,stairs
2.291632,-8.972723,-2.923562,9.337673,26.287699,18.402851,148.119797,13670.840820,0.940530,36881.832031,7.908547,stairs
2.231841,-8.930708,-2.892149,9.263523,26.199917,18.292221,146.642960,13676.439453,0.942848,36514.101563,8.009204,stairs
2.162800,-8.890748,-2.896364,9.037014,25.949438,17.668741,144.555771,13370.472656,0.945606,35994.402344,8.646604,stairs
2.177274,-8.939718,-3.009953,9.174540,26.491444,17.334192,146.506226,13780.977539,0.945488,36480.062500,7.943100,stairs
2.258885,-9.133962,-2.985614,9.076446,25.556517,17.745056,149.613373,13567.994141,0.943934,37253.738281,8.028869,stairs
2.167059,-9.229053,-2.894280,9.235821,25.009750,17.431705,149.718155,13603.815430,0.949043,37279.828125,7.968735,stairs
2.124346,-9.059879,-2.797369,8.969570,26.483438,17.161730,146.822968,13478.873047,0.949175,36558.929688,8.345126,stairs
2.171447,-9.024728,-2.922831,9.111536,27.025972,17.901125,148.525452,13746.019531,0.946693,36982.851563,7.926831,stairs
2.174511,-9.031482,-2.926478,9.146972,27.242575,18.039141,149.070526,13905.988281,0.946628,37118.578125,7.656993,stairs
2.184816,-9.073210,-2.866156,9.107608,27.402325,17.795488,149.398743,13931.041992,0.946617,37200.296875,7.595240,stairs
2.232027,-8.916483,-2.807875,8.950866,26.819746,17.702053,145.627686,13877.620117,0.942672,36261.312500,7.936939,stairs
2.159956,-8.892344,-2.691074,8.705162,26.809820,17.048504,143.333481,13764.302734,0.945755,35690.046875,8.273893,stairs
